"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2021,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","217","Non-standardised","4.8","4.2","5.5",NA
2021,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","217","Age-standardised","5.5","4.8","6.3",NA
2021,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","142","Non-standardised","3.3","2.8","3.9",NA
2021,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","142","Age-standardised","4.2","3.5","5",NA
2022,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","257","Non-standardised","5.6","5","6.4",NA
2022,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","257","Age-standardised","6.8","5.9","7.7",NA
2022,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","165","Non-standardised","3.8","3.3","4.5",NA
2022,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","Non-malignant brain","165","Age-standardised","4.8","4","5.6",NA
2013,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","641","Non-standardised","14.9","13.8","16.1",NA
2013,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","641","Age-standardised","18.3","16.9","19.8",NA
2013,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","568","Non-standardised","13.7","12.6","14.9",NA
2013,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","568","Age-standardised","18.3","16.7","19.9",NA
2014,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","726","Non-standardised","16.7","15.5","17.9",NA
2014,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","726","Age-standardised","20.4","18.9","22",NA
2014,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","624","Non-standardised","14.9","13.7","16.1",NA
2014,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","624","Age-standardised","19.6","18","21.4",NA
2015,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","706","Non-standardised","16","14.8","17.2",NA
2015,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","706","Age-standardised","19.3","17.9","20.9",NA
2015,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","558","Non-standardised","13.1","12.1","14.3",NA
2015,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","558","Age-standardised","17.7","16.1","19.3",NA
2016,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","643","Non-standardised","14.4","13.3","15.5",NA
2016,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","643","Age-standardised","17","15.7","18.5",NA
2016,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","560","Non-standardised","13.1","12","14.2",NA
2016,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","560","Age-standardised","17.8","16.3","19.4",NA
2017,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","681","Non-standardised","15.2","14","16.3",NA
2017,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","681","Age-standardised","18.4","17","19.9",NA
2017,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","592","Non-standardised","13.8","12.7","15",NA
2017,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","592","Age-standardised","17.9","16.4","19.5",NA
2018,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","701","Non-standardised","15.5","14.3","16.7",NA
2018,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","701","Age-standardised","18.3","16.9","19.8",NA
2018,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","619","Non-standardised","14.4","13.3","15.6",NA
2018,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","619","Age-standardised","18.8","17.3","20.5",NA
2019,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","644","Non-standardised","14.1","13","15.2",NA
2019,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","644","Age-standardised","16.7","15.4","18.1",NA
2019,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","520","Non-standardised","12","11","13.1",NA
2019,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","520","Age-standardised","15.7","14.3","17.2",NA
2020,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","574","Non-standardised","12.6","11.6","13.7",NA
2020,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","574","Age-standardised","15.2","13.9","16.5",NA
2020,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","527","Non-standardised","12.2","11.2","13.3",NA
2020,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","527","Age-standardised","16","14.6","17.5",NA
2021,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","473","Non-standardised","10.4","9.5","11.4",NA
2021,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","473","Age-standardised","12.2","11.1","13.4",NA
2021,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","518","Non-standardised","12.1","11.1","13.2",NA
2021,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","518","Age-standardised","15.7","14.3","17.2",NA
2022,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","514","Non-standardised","11.3","10.3","12.3",NA
2022,"Females","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","514","Age-standardised","13.4","12.2","14.6",NA
2022,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","542","Non-standardised","12.6","11.6","13.7",NA
2022,"Males","All ages","Government Office Region","E12000007","London","All quintiles","All stages","Brain","All Brain","542","Age-standardised","15.5","14.2","16.9",NA
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","20","Non-standardised","1.5","0.9","2.3",NA
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","20","Age-standardised","1.5","0.9","2.4",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","27","Non-standardised","2.1","1.4","3.1",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","27","Age-standardised","2.3","1.5","3.3",NA
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","25","Non-standardised","1.9","1.2","2.8",NA
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","25","Age-standardised","1.9","1.2","2.8",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","51","Non-standardised","4","3","5.2",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","51","Age-standardised","4.2","3.1","5.6",NA
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","25","Non-standardised","1.9","1.2","2.8",NA
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","25","Age-standardised","1.9","1.2","2.8",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","31","Non-standardised","2.4","1.6","3.4",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","31","Age-standardised","2.5","1.7","3.6",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","39","Non-standardised","2.9","2.1","4",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","39","Age-standardised","2.8","2","3.8",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","31","Non-standardised","2.4","1.6","3.4",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","31","Age-standardised","2.6","1.8","3.7",NA
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","19","Non-standardised","1.4","0.9","2.2",NA
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","19","Age-standardised","1.4","0.8","2.2","[note1]"
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","34","Non-standardised","2.6","1.8","3.7",NA
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","34","Age-standardised","2.7","1.9","3.8",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","15","Non-standardised","1.1","0.6","1.8",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","15","Age-standardised","1.1","0.6","1.8","[note1]"
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","22","Non-standardised","1.7","1.1","2.6",NA
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","22","Age-standardised","1.8","1.1","2.7",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","16","Non-standardised","1.2","0.7","1.9",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","16","Age-standardised","1.2","0.7","1.9","[note1]"
2019,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","11","Non-standardised","0.9","0.4","1.5",NA
2019,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","11","Age-standardised","0.8","0.4","1.5","[note1]"
2020,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","6","Non-standardised","0.4","0.2","1",NA
2020,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","6","Age-standardised","[u]","[u]","[u]","[note2]"
2020,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","8","Non-standardised","0.6","0.3","1.2",NA
2020,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","8","Age-standardised","[u]","[u]","[u]","[note2]"
2021,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","7","Non-standardised","0.5","0.2","1.1",NA
2021,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","7","Age-standardised","[u]","[u]","[u]","[note2]"
2021,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","12","Non-standardised","0.9","0.5","1.6",NA
2021,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","12","Age-standardised","0.9","0.5","1.6","[note1]"
2022,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","5","Non-standardised","0.4","0.1","0.9",NA
2022,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","5","Age-standardised","[u]","[u]","[u]","[note2]"
2022,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","4","Non-standardised","0.3","0.1","0.8",NA
2022,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Benign endocrine","4","Age-standardised","[u]","[u]","[u]","[note2]"
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","115","Non-standardised","8.7","7.1","10.4",NA
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","115","Age-standardised","8.6","7.1","10.3",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","150","Non-standardised","11.8","10","13.8",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","150","Age-standardised","12.8","10.8","15",NA
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","129","Non-standardised","9.7","8.1","11.5",NA
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","129","Age-standardised","9.5","8","11.3",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","138","Non-standardised","10.8","9.1","12.8",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","138","Age-standardised","11.7","9.8","13.8",NA
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","122","Non-standardised","9.2","7.6","10.9",NA
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","122","Age-standardised","9.1","7.5","10.8",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","149","Non-standardised","11.7","9.9","13.7",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","149","Age-standardised","12.3","10.4","14.4",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","124","Non-standardised","9.3","7.7","11.1",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","124","Age-standardised","9","7.5","10.8",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","146","Non-standardised","11.4","9.6","13.4",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","146","Age-standardised","12.1","10.2","14.2",NA
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","101","Non-standardised","7.5","6.1","9.2",NA
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","101","Age-standardised","7.3","5.9","8.9",NA
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","147","Non-standardised","11.5","9.7","13.5",NA
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","147","Age-standardised","11.8","10","13.9",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","94","Non-standardised","7","5.7","8.6",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","94","Age-standardised","6.8","5.5","8.3",NA
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","127","Non-standardised","9.9","8.2","11.7",NA
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","127","Age-standardised","10.1","8.4","12.1",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","104","Non-standardised","7.7","6.3","9.4",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","104","Age-standardised","7.4","6","9",NA
2019,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","153","Non-standardised","11.9","10.1","13.9",NA
2019,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","153","Age-standardised","12","10.1","14",NA
2020,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","108","Non-standardised","8","6.6","9.7",NA
2020,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","108","Age-standardised","7.6","6.3","9.2",NA
2020,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","137","Non-standardised","10.6","8.9","12.6",NA
2020,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","137","Age-standardised","10.5","8.8","12.5",NA
2021,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","97","Non-standardised","7.2","5.8","8.7",NA
2021,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","97","Age-standardised","6.7","5.5","8.2",NA
2021,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","137","Non-standardised","10.6","8.9","12.5",NA
2021,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","137","Age-standardised","10.6","8.9","12.5",NA
2022,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","105","Non-standardised","7.7","6.3","9.3",NA
2022,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","105","Age-standardised","7.2","5.9","8.8",NA
2022,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","148","Non-standardised","11.3","9.5","13.2",NA
2022,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Malignant brain","148","Age-standardised","11.2","9.4","13.1",NA
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Non-standardised","[u]","[u]","[u]","[note2]"
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-standardised","[u]","[u]","[u]","[note2]"
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Non-standardised","0.2","0","0.7",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-standardised","[u]","[u]","[u]","[note2]"
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","0","Non-standardised","[u]","[u]","[u]","[note2]"
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","0","Age-standardised","[u]","[u]","[u]","[note2]"
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","5","Non-standardised","0.4","0.1","0.9",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","5","Age-standardised","[u]","[u]","[u]","[note2]"
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Non-standardised","[u]","[u]","[u]","[note2]"
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-standardised","[u]","[u]","[u]","[note2]"
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Non-standardised","0.3","0.1","0.8",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Age-standardised","[u]","[u]","[u]","[note2]"
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Non-standardised","0.3","0.1","0.8",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Age-standardised","[u]","[u]","[u]","[note2]"
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Non-standardised","0.2","0","0.7",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-standardised","[u]","[u]","[u]","[note2]"
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Non-standardised","[u]","[u]","[u]","[note2]"
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-standardised","[u]","[u]","[u]","[note2]"
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Non-standardised","[u]","[u]","[u]","[note2]"
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-standardised","[u]","[u]","[u]","[note2]"
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Non-standardised","0.2","0","0.7",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-standardised","[u]","[u]","[u]","[note2]"
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","5","Non-standardised","0.4","0.1","0.9",NA
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","5","Age-standardised","[u]","[u]","[u]","[note2]"
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Non-standardised","0.2","0","0.7",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-standardised","[u]","[u]","[u]","[note2]"
2019,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Non-standardised","0.2","0","0.7",NA
2019,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-standardised","[u]","[u]","[u]","[note2]"
2020,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Non-standardised","0.3","0.1","0.8",NA
2020,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Age-standardised","[u]","[u]","[u]","[note2]"
2020,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Non-standardised","0.3","0.1","0.8",NA
2020,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Age-standardised","[u]","[u]","[u]","[note2]"
2021,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Non-standardised","0.2","0","0.6",NA
2021,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-standardised","[u]","[u]","[u]","[note2]"
2021,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Non-standardised","0.3","0.1","0.8",NA
2021,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","4","Age-standardised","[u]","[u]","[u]","[note2]"
2022,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Non-standardised","[u]","[u]","[u]","[note2]"
2022,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-standardised","[u]","[u]","[u]","[note2]"
2022,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Non-standardised","[u]","[u]","[u]","[note2]"
2022,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-standardised","[u]","[u]","[u]","[note2]"
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","105","Non-standardised","7.9","6.5","9.6",NA
2013,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","105","Age-standardised","7.9","6.4","9.5",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","66","Non-standardised","5.2","4","6.6",NA
2013,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","66","Age-standardised","5.5","4.2","7",NA
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","145","Non-standardised","10.9","9.2","12.8",NA
2014,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","145","Age-standardised","10.8","9.1","12.7",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","75","Non-standardised","5.9","4.6","7.4",NA
2014,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","75","Age-standardised","6.3","4.9","7.9",NA
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","153","Non-standardised","11.5","9.7","13.4",NA
2015,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","153","Age-standardised","11.4","9.7","13.4",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","75","Non-standardised","5.9","4.6","7.4",NA
2015,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","75","Age-standardised","6.3","4.9","7.9",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","154","Non-standardised","11.5","9.8","13.5",NA
2016,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","154","Age-standardised","11.3","9.6","13.3",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","73","Non-standardised","5.7","4.5","7.2",NA
2016,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","73","Age-standardised","6","4.7","7.5",NA
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","149","Non-standardised","11.1","9.4","13.1",NA
2017,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","149","Age-standardised","11","9.3","12.9",NA
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","90","Non-standardised","7","5.6","8.6",NA
2017,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","90","Age-standardised","7.2","5.8","8.9",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","122","Non-standardised","9.1","7.5","10.8",NA
2018,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","122","Age-standardised","8.7","7.2","10.4",NA
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","74","Non-standardised","5.8","4.5","7.2",NA
2018,"Males","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","74","Age-standardised","5.9","4.6","7.4",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","154","Non-standardised","11.4","9.7","13.4",NA
2019,"Females","All ages","Government Office Region","E12000001","North East","All quintiles","All stages","Brain","Non-malignant brain","154","Age-standardised","11","9.3","12.9",NA
