"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2015,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","6","Non-standardised","0.2","0.1","0.4",NA
2015,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","6","Age-standardised","[u]","[u]","[u]","[note2]"
2015,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","13","Non-standardised","0.5","0.2","0.8",NA
2015,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","13","Age-standardised","0.5","0.3","0.8","[note1]"
2016,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Non-standardised","0.2","0.1","0.5",NA
2016,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Age-standardised","[u]","[u]","[u]","[note2]"
2016,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Non-standardised","0.4","0.2","0.7",NA
2016,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Age-standardised","0.4","0.2","0.8","[note1]"
2017,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","5","Non-standardised","0.2","0.1","0.4",NA
2017,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","5","Age-standardised","[u]","[u]","[u]","[note2]"
2017,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","9","Non-standardised","0.3","0.1","0.6",NA
2017,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","9","Age-standardised","[u]","[u]","[u]","[note2]"
2018,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","6","Non-standardised","0.2","0.1","0.4",NA
2018,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","6","Age-standardised","[u]","[u]","[u]","[note2]"
2018,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Non-standardised","0.2","0.1","0.5",NA
2018,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Age-standardised","[u]","[u]","[u]","[note2]"
2019,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","8","Non-standardised","0.3","0.1","0.5",NA
2019,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","8","Age-standardised","[u]","[u]","[u]","[note2]"
2019,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","14","Non-standardised","0.5","0.3","0.8",NA
2019,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","14","Age-standardised","0.5","0.3","0.8","[note1]"
2020,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Non-standardised","0.4","0.2","0.7",NA
2020,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Age-standardised","0.4","0.2","0.7","[note1]"
2020,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","9","Non-standardised","0.3","0.1","0.6",NA
2020,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","9","Age-standardised","[u]","[u]","[u]","[note2]"
2021,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Non-standardised","0.2","0.1","0.5",NA
2021,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Age-standardised","[u]","[u]","[u]","[note2]"
2021,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Non-standardised","0.2","0.1","0.5",NA
2021,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","7","Age-standardised","[u]","[u]","[u]","[note2]"
2022,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Non-standardised","0.4","0.2","0.7",NA
2022,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Age-standardised","0.4","0.2","0.7","[note1]"
2022,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Non-standardised","0.4","0.2","0.7",NA
2022,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-benign endocrine","12","Age-standardised","0.4","0.2","0.7","[note1]"
2013,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","266","Non-standardised","9.3","8.2","10.4",NA
2013,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","266","Age-standardised","9.4","8.3","10.6",NA
2013,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","154","Non-standardised","5.5","4.7","6.4",NA
2013,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","154","Age-standardised","6.2","5.3","7.3",NA
2014,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","241","Non-standardised","8.3","7.3","9.4",NA
2014,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","241","Age-standardised","8.5","7.5","9.7",NA
2014,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","148","Non-standardised","5.2","4.4","6.2",NA
2014,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","148","Age-standardised","5.7","4.8","6.7",NA
2015,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","261","Non-standardised","9","7.9","10.1",NA
2015,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","261","Age-standardised","9.2","8.1","10.4",NA
2015,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","151","Non-standardised","5.3","4.5","6.2",NA
2015,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","151","Age-standardised","5.8","4.9","6.8",NA
2016,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","322","Non-standardised","10.9","9.8","12.2",NA
2016,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","322","Age-standardised","11.3","10.1","12.6",NA
2016,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","170","Non-standardised","5.9","5.1","6.9",NA
2016,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","170","Age-standardised","6.5","5.5","7.5",NA
2017,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","337","Non-standardised","11.4","10.2","12.6",NA
2017,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","337","Age-standardised","11.6","10.4","12.9",NA
2017,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","188","Non-standardised","6.5","5.6","7.5",NA
2017,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","188","Age-standardised","7","6","8",NA
2018,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","355","Non-standardised","11.9","10.7","13.2",NA
2018,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","355","Age-standardised","12","10.7","13.3",NA
2018,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","219","Non-standardised","7.5","6.6","8.6",NA
2018,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","219","Age-standardised","8.2","7.1","9.4",NA
2019,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","291","Non-standardised","9.7","8.6","10.9",NA
2019,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","291","Age-standardised","9.7","8.6","10.9",NA
2019,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","179","Non-standardised","6.1","5.3","7.1",NA
2019,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","179","Age-standardised","6.6","5.7","7.7",NA
2020,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","285","Non-standardised","9.5","8.4","10.6",NA
2020,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","285","Age-standardised","9.3","8.3","10.5",NA
2020,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","152","Non-standardised","5.2","4.4","6.1",NA
2020,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","152","Age-standardised","5.5","4.7","6.5",NA
2021,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","248","Non-standardised","8.2","7.2","9.3",NA
2021,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","248","Age-standardised","8.1","7.1","9.2",NA
2021,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","185","Non-standardised","6.3","5.4","7.3",NA
2021,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","185","Age-standardised","6.8","5.8","7.8",NA
2022,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","245","Non-standardised","8","7.1","9.1",NA
2022,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","245","Age-standardised","7.9","6.9","8.9",NA
2022,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","165","Non-standardised","5.6","4.8","6.5",NA
2022,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","Non-malignant brain","165","Age-standardised","5.9","5","6.9",NA
2013,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","490","Non-standardised","17","15.6","18.6",NA
2013,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","490","Age-standardised","17.4","15.9","19",NA
2013,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","493","Non-standardised","17.6","16.1","19.2",NA
2013,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","493","Age-standardised","19.7","18","21.6",NA
2014,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","493","Non-standardised","17","15.6","18.6",NA
2014,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","493","Age-standardised","17.4","15.9","19",NA
2014,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","476","Non-standardised","16.9","15.4","18.5",NA
2014,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","476","Age-standardised","18.3","16.7","20.1",NA
2015,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","498","Non-standardised","17.1","15.6","18.7",NA
2015,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","498","Age-standardised","17.5","16","19.1",NA
2015,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","516","Non-standardised","18.2","16.6","19.8",NA
2015,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","516","Age-standardised","19.8","18.1","21.6",NA
2016,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","579","Non-standardised","19.7","18.1","21.4",NA
2016,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","579","Age-standardised","20.2","18.6","21.9",NA
2016,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","551","Non-standardised","19.2","17.6","20.9",NA
2016,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","551","Age-standardised","20.9","19.2","22.7",NA
2017,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","603","Non-standardised","20.3","18.8","22",NA
2017,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","603","Age-standardised","20.7","19.1","22.4",NA
2017,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","531","Non-standardised","18.4","16.8","20",NA
2017,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","531","Age-standardised","19.7","18.1","21.5",NA
2018,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","613","Non-standardised","20.5","18.9","22.2",NA
2018,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","613","Age-standardised","20.7","19.1","22.4",NA
2018,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","581","Non-standardised","20","18.4","21.7",NA
2018,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","581","Age-standardised","21.5","19.8","23.3",NA
2019,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","560","Non-standardised","18.6","17.1","20.3",NA
2019,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","560","Age-standardised","18.7","17.2","20.3",NA
2019,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","532","Non-standardised","18.2","16.7","19.9",NA
2019,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","532","Age-standardised","19.4","17.8","21.1",NA
2020,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","545","Non-standardised","18.1","16.6","19.7",NA
2020,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","545","Age-standardised","17.9","16.5","19.5",NA
2020,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","492","Non-standardised","16.8","15.4","18.4",NA
2020,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","492","Age-standardised","17.9","16.3","19.5",NA
2021,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","493","Non-standardised","16.3","14.9","17.8",NA
2021,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","493","Age-standardised","16.2","14.8","17.7",NA
2021,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","533","Non-standardised","18.2","16.7","19.8",NA
2021,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","533","Age-standardised","19.2","17.6","20.9",NA
2022,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","490","Non-standardised","16","14.7","17.5",NA
2022,"Females","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","490","Age-standardised","15.9","14.5","17.3",NA
2022,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","502","Non-standardised","16.9","15.5","18.5",NA
2022,"Males","All ages","Government Office Region","E12000005","West Midlands","All quintiles","All stages","Brain","All Brain","502","Age-standardised","17.7","16.2","19.3",NA
2013,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","53","Non-standardised","2","1.5","2.6",NA
2013,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","53","Age-standardised","2","1.5","2.6",NA
2013,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","52","Non-standardised","2","1.5","2.6",NA
2013,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","52","Age-standardised","2.2","1.6","2.9",NA
2014,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","53","Non-standardised","1.9","1.5","2.5",NA
2014,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","53","Age-standardised","2","1.5","2.7",NA
2014,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","82","Non-standardised","3.1","2.5","3.9",NA
2014,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","82","Age-standardised","3.4","2.7","4.2",NA
2015,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","56","Non-standardised","2.1","1.5","2.7",NA
2015,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","56","Age-standardised","2.1","1.6","2.8",NA
2015,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","72","Non-standardised","2.7","2.1","3.4",NA
2015,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","72","Age-standardised","3","2.3","3.8",NA
2016,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","53","Non-standardised","1.9","1.4","2.5",NA
2016,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","53","Age-standardised","2","1.5","2.6",NA
2016,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","58","Non-standardised","2.2","1.7","2.8",NA
2016,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","58","Age-standardised","2.4","1.8","3.1",NA
2017,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","81","Non-standardised","2.9","2.3","3.7",NA
2017,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","81","Age-standardised","2.9","2.3","3.7",NA
2017,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","82","Non-standardised","3.1","2.4","3.8",NA
2017,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","82","Age-standardised","3.3","2.6","4.1",NA
2018,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","65","Non-standardised","2.3","1.8","3",NA
2018,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","65","Age-standardised","2.4","1.8","3",NA
2018,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","68","Non-standardised","2.5","2","3.2",NA
2018,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","68","Age-standardised","2.8","2.1","3.5",NA
2019,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","97","Non-standardised","3.5","2.8","4.3",NA
2019,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","97","Age-standardised","3.5","2.9","4.3",NA
2019,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","79","Non-standardised","2.9","2.3","3.7",NA
2019,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","79","Age-standardised","3.2","2.5","3.9",NA
2020,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","57","Non-standardised","2","1.6","2.7",NA
2020,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","57","Age-standardised","2.1","1.6","2.7",NA
2020,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","60","Non-standardised","2.2","1.7","2.9",NA
2020,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","60","Age-standardised","2.4","1.8","3",NA
2021,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","96","Non-standardised","3.4","2.8","4.2",NA
2021,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","96","Age-standardised","3.4","2.8","4.2",NA
2021,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","104","Non-standardised","3.9","3.2","4.7",NA
2021,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","104","Age-standardised","4.1","3.3","4.9",NA
2022,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","100","Non-standardised","3.6","2.9","4.3",NA
2022,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","100","Age-standardised","3.6","2.9","4.3",NA
2022,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","84","Non-standardised","3.1","2.5","3.8",NA
2022,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Benign endocrine","84","Age-standardised","3.2","2.6","4",NA
2013,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","214","Non-standardised","7.9","6.9","9",NA
2013,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","214","Age-standardised","8.2","7.1","9.4",NA
2013,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","302","Non-standardised","11.5","10.2","12.9",NA
2013,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","302","Age-standardised","12.9","11.5","14.5",NA
2014,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","193","Non-standardised","7.1","6.1","8.2",NA
2014,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","193","Age-standardised","7.2","6.2","8.3",NA
2014,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","259","Non-standardised","9.8","8.7","11.1",NA
2014,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","259","Age-standardised","10.6","9.4","12",NA
2015,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","226","Non-standardised","8.3","7.2","9.4",NA
2015,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","226","Age-standardised","8.3","7.3","9.5",NA
2015,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","276","Non-standardised","10.4","9.2","11.7",NA
2015,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","276","Age-standardised","11.2","9.9","12.7",NA
2016,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","227","Non-standardised","8.3","7.2","9.4",NA
2016,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","227","Age-standardised","8.4","7.3","9.6",NA
2016,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","275","Non-standardised","10.3","9.1","11.6",NA
2016,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","275","Age-standardised","11.1","9.8","12.5",NA
2017,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","189","Non-standardised","6.9","5.9","7.9",NA
2017,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","189","Age-standardised","6.9","5.9","7.9",NA
2017,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","282","Non-standardised","10.6","9.4","11.9",NA
2017,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","282","Age-standardised","11.3","10","12.7",NA
2018,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","224","Non-standardised","8.1","7.1","9.2",NA
2018,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","224","Age-standardised","8.1","7.1","9.2",NA
2018,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","257","Non-standardised","9.6","8.5","10.8",NA
2018,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","257","Age-standardised","10.3","9","11.6",NA
2019,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","216","Non-standardised","7.8","6.8","8.9",NA
2019,"Females","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","216","Age-standardised","7.7","6.7","8.8",NA
2019,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","292","Non-standardised","10.9","9.7","12.2",NA
2019,"Males","All ages","Government Office Region","E12000003","Yorkshire and The Humber","All quintiles","All stages","Brain","Malignant brain","292","Age-standardised","11.4","10.1","12.8",NA
